,method,name
2331,  void <extra_id_0>() {    repository.deleteAll();  }  @Test,clear
1946,"  public void <extra_id_0>(int currentId) {    var nextInstance = this.findNextInstance(currentId);    var heartbeatInvokeMessage = new Message(MessageType.HEARTBEAT_INVOKE, """");    nextInstance.onMessage(heartbeatInvokeMessage);  }",sendHeartbeatInvokeMessage
2833,"  void <extra_id_0>() {    assertTrue(new Rectangle(0, 0, 1, 1).intersectsWith(new Rectangle(0, 0, 1, 1)));    assertTrue(new Rectangle(0, 0, 1, 1).intersectsWith(new Rectangle(-1, -5, 7, 8)));    assertFalse(new Rectangle(0, 0, 1, 1).intersectsWith(new Rectangle(2, 2, 3, 3)));    assertFalse(new Rectangle(0, 0, 1, 1).intersectsWith(new Rectangle(-2, -2, -1, -1)));  }",testIntersection
305,"  protected void <extra_id_0>(String target) {    LOGGER.info(""Approach the {} from behind."", target);  }  @Override",confuseTarget
2354,  static void <extra_id_0>() {    mongoClient.close();    mongodProcess.stop();    mongodExe.stop();  }  @Test,tearDown
1066,"  public static void <extra_id_0>(String[] args) {    var sd = serviceDiscovery();    var service = sd.findAny();    var goodOrderSaga = service.execute(newSaga(""good_order""));    var badOrderSaga = service.execute(newSaga(""bad_order""));    LOGGER.info(""orders: goodOrder is {}, badOrder is {}"",        goodOrderSaga.getResult(), badOrderSaga.getResult());  }",main
2323,"  public void <extra_id_0>(String dbName, String accountsCollectionName) {    if (mongoClient != null) {      mongoClient.close();    }    mongoClient = new MongoClient(System.getProperty(""mongo-host""),        Integer.parseInt(System.getProperty(""mongo-port"")));    database = mongoClient.getDatabase(dbName);    accountsCollection = database.getCollection(accountsCollectionName);  }  /**   * Get mongo client.   *   * @return mongo client   */",connect
2846,"  void <extra_id_0>() {    testCollision(        new SpaceStationMir(1, 1, 3, 4),        true, true,        false, true    );  }",testCollideSpaceStationMir
1952,  protected void <extra_id_0>(Message message) {    // Not used in Ring instance.  }  @Override,handleHeartbeatMessage
2266,  public Optional<LotteryTicket> <extra_id_0>(LotteryTicketId id) {    return Optional.ofNullable(tickets.get(id));  }  @Override,findById
2129,    public void <extra_id_0>() {        cakeLayerDao.deleteAll();    }    @Override,deleteAllLayers
2214,  void <extra_id_0>() {    assertFalse(gameLoop.isGameRunning());  },testIsGameRunning
1554,"  void <extra_id_0>() throws Exception {    var actualDetails = resource.getDetails(1);    var expectedDetails = ""{\""id\"": 1,\""title\"": \""Avatar\"",\""length\"": 178,\""description\"": ""        + ""\""epic science fiction film\"",\""director\"": \""James Cameron\"",\""language\"": \""English\"",}"";    Assertions.assertEquals(expectedDetails, actualDetails);  }  @Test",shouldGiveVideoDetailsById
1268,"  public Promise<Void> <extra_id_0>(Consumer<? super T> action) {    var dest = new Promise<Void>();    fulfillmentAction = new ConsumeAction(this, dest, action);    return dest;  }  /**   * Set the exception handler on this promise.   *   * @param exceptionHandler a consumer that will handle the exception occurred while fulfilling the   *                         promise.   * @return this   */",thenAccept
2215,  void <extra_id_0>() {    gameLoop = new FrameBasedGameLoop();  }  @AfterEach,setup
685,  void <extra_id_0>() {    final var swimmingHeavyCreature = mock(Creature.class);    when(swimmingHeavyCreature.getMovement()).thenReturn(Movement.SWIMMING);    when(swimmingHeavyCreature.getMass()).thenReturn(new Mass(100.0));    final var swimmingLightCreature = mock(Creature.class);    when(swimmingLightCreature.getMovement()).thenReturn(Movement.SWIMMING);    when(swimmingLightCreature.getMass()).thenReturn(new Mass(25.0));    final var lightOrSwimmingSelector = new MassSmallerThanOrEqSelector(50.0)        .or(new MovementSelector(Movement.SWIMMING));    assertTrue(lightOrSwimmingSelector.test(swimmingHeavyCreature));    assertTrue(lightOrSwimmingSelector.test(swimmingLightCreature));  }  /**   * Verify if the negation selector gives the correct results.   */  @Test,testOrComposition
3751,  void <extra_id_0>();,unwield
3518,"  public static void <extra_id_0>(String[] args) {    var king = new OrcKing();    king.makeRequest(new Request(RequestType.DEFEND_CASTLE, ""defend castle""));    king.makeRequest(new Request(RequestType.TORTURE_PRISONER, ""torture prisoner""));    king.makeRequest(new Request(RequestType.COLLECT_TAX, ""collect tax""));  }",main
3504,"  public String <extra_id_0>() {    return ""Orc soldier"";  }",name
792,  void <extra_id_0>() {    final var queen = new Queen();    queen.changeMood();    assertFalse(queen.getMood());  }  @Test,testFlirtyUncomplemented
1828,  abstract Result<?> <extra_id_0>();,aggregateData
2835,"  void <extra_id_0>() {    final var mir = new SpaceStationMir(1, 2, 3, 4);    assertEquals(1, mir.getLeft());    assertEquals(2, mir.getTop());    assertEquals(3, mir.getRight());    assertEquals(4, mir.getBottom());    assertFalse(mir.isOnFire());    assertFalse(mir.isDamaged());    assertEquals(""SpaceStationMir at [1,2,3,4] damaged=false onFire=false"", mir.toString());  }  /**   * Test what happens we collide with an asteroid   */  @Test",testConstructor
2932,"  public static void <extra_id_0>(String[] args) {    // Example 1: Customer DTO    var customerOne = new CustomerDto(""1"", ""Kelly"", ""Brown"");    var customerTwo = new CustomerDto(""2"", ""Alfonso"", ""Bass"");    var customers = new ArrayList<>(List.of(customerOne, customerTwo));    var customerResource = new CustomerResource(customers);    LOGGER.info(""All customers:-"");    var allCustomers = customerResource.getAllCustomers();    printCustomerDetails(allCustomers);    LOGGER.info(""----------------------------------------------------------"");    LOGGER.info(""Deleting customer with id {1}"");    customerResource.delete(customerOne.getId());    allCustomers = customerResource.getAllCustomers();    printCustomerDetails(allCustomers);    LOGGER.info(""----------------------------------------------------------"");    LOGGER.info(""Adding customer three}"");    var customerThree = new CustomerDto(""3"", ""Lynda"", ""Blair"");    customerResource.save(customerThree);    allCustomers = customerResource.getAllCustomers();    printCustomerDetails(allCustomers);    // Example 2: Product DTO    Product tv = Product.builder().id(1L).name(""TV"").supplier(""Sony"").price(1000D).cost(1090D).build();    Product microwave =        Product.builder()            .id(2L)            .name(""microwave"")            .supplier(""Delonghi"")            .price(1000D)            .cost(1090D).build();    Product refrigerator =        Product.builder()            .id(3L)            .name(""refrigerator"")            .supplier(""Botsch"")            .price(1000D)            .cost(1090D).build();    Product airConditioner =        Product.builder()            .id(4L)            .name(""airConditioner"")            .supplier(""LG"")            .price(1000D)            .cost(1090D).build();    List<Product> products =        new ArrayList<>(Arrays.asList(tv, microwave, refrigerator, airConditioner));    ProductResource productResource = new ProductResource(products);    LOGGER.info(        ""####### List of products including sensitive data just for admins:  {}"",        Arrays.toString(productResource.getAllProductsForAdmin().toArray()));    LOGGER.info(        ""####### List of products for customers:  {}"",        Arrays.toString(productResource.getAllProductsForCustomer().toArray()));    LOGGER.info(""####### Going to save Sony PS5 ..."");    ProductDto.Request.Create createProductRequestDto =        new ProductDto.Request.Create()            .setName(""PS5"")            .setCost(1000D)            .setPrice(1220D)            .setSupplier(""Sony"");    productResource.save(createProductRequestDto);    LOGGER.info(        ""####### List of products after adding PS5: {}"",        Arrays.toString(productResource.getProducts().toArray()));  }",main
2461,"  void <extra_id_0>() {    final var integers = List.of(1, 2, 3);    final Consumer<Integer> consumer = mock(Consumer.class);    createFluentIterable(integers).forEach(consumer);    verify(consumer, times(1)).accept(1);    verify(consumer, times(1)).accept(2);    verify(consumer, times(1)).accept(3);    verifyNoMoreInteractions(consumer);  }  @Test",testForEach
303,"  protected void <extra_id_0>(String target) {    LOGGER.info(""While in close contact grab the {}'s wallet."", target);  }",stealTheItem
2853,  abstract O <extra_id_0>();  /**   * Collide the tested item with the other given item and verify if the damage and fire state is as   * expected   *   * @param other        The other object we have to collide with   * @param otherDamaged Indicates if the other object should be damaged after the collision   * @param otherOnFire  Indicates if the other object should be burning after the collision   * @param thisDamaged  Indicates if the test object should be damaged after the collision   * @param thisOnFire   Indicates if the other object should be burning after the collision   */,getTestedObject
1802,"  public static void <extra_id_0>(String[] args) {    var mw = new ArrayTransposeMasterWorker();    var rows = 10;    var columns = 20;    var inputMatrix = ArrayUtilityMethods.createRandomIntMatrix(rows, columns);    var input = new ArrayInput(inputMatrix);    var result = (ArrayResult) mw.getResult(input);    if (result != null) {      ArrayUtilityMethods.printMatrix(inputMatrix);      ArrayUtilityMethods.printMatrix(result.data);    } else {      LOGGER.info(""Please enter non-zero input"");    }  }",main
1000,  public static Customer <extra_id_0>() {    return new CustomerCore();  }  /**   * Create {@link Customer} with given roles.   *   * @param role roles   * @return Customer   */,newCustomer
1165,"  private static Message <extra_id_0>(final String sender, final String message) {    final var msg = new SimpleMessage();    msg.addHeader(Message.Headers.SENDER, sender);    msg.addHeader(Message.Headers.DATE, LocalDateTime.now().toString());    msg.setBody(message);    return msg;  }",createMessage
2486,  public final int <extra_id_0>() {    var counter = 0;    for (var ignored : this) {      counter++;    }    return counter;  }  /**   * Collects the remaining objects of the given iterator into a List.   *   * @return a new List with the remaining objects.   */,getRemainingElementsCount
2226,  protected void <extra_id_0>() {    controller.moveBullet(0.5f * MS_PER_FRAME / 1000);  },update
3088,  void <extra_id_0>();,smoke
144,"    void <extra_id_0>() {      assertThrows(Exception.class, () -> {        dao.getById(existingRoom.getId());      });    }    @Test",retrievingARoomByIdFailsWithExceptionAsFeedbackToClient
2999,  void <extra_id_0>() {    appender = new InMemoryAppender();  }  @AfterEach,setUp
1512,"  public boolean <extra_id_0>() {    return ""Login"".equals(page.getTitleText());  }  /**   * Enters the username into the username input text field.   *   * @param username the username to enter   * @return {@link LoginPage}   */",isAt
365,"  void <extra_id_0>(DragonSlayingStrategy strategy, String expectedResult) {    strategy.execute();    assertEquals(expectedResult, appender.getLastMessage());    assertEquals(1, appender.getLogSize());  }",testExecute
2337,"  void <extra_id_0>() {    var result1 = new LotteryTicketCheckResult(CheckResult.NO_PRIZE);    var result2 = new LotteryTicketCheckResult(CheckResult.NO_PRIZE);    assertEquals(result1, result2);    var result3 = new LotteryTicketCheckResult(CheckResult.WIN_PRIZE, 300000);    assertNotEquals(result1, result3);  }",testEquals
3188,"    void <extra_id_0>() {      assertThrows(Exception.class, () -> {        dao.add(new Customer(2, ""Bernard"", ""Montgomery""));      });    }    @Test",addingACustomerFailsWithExceptionAsFeedbackToClient
2326,  public MongoCollection<Document> <extra_id_0>() {    return accountsCollection;  }  @Override,getAccountsCollection
1020,"    public ChapterResult<Integer> <extra_id_0>(Integer value) {      records.add(""+2"");      return ChapterResult.success(value);    }    @Override",process
274,"  void <extra_id_0>() {    assertEquals(0, arithmetic.mul(-1, 0, 1));  }",testMul
3471,  private static Finder <extra_id_0>() {    return txt -> new ArrayList<>();  },identSum
3091,  void <extra_id_0>() {    appender = new InMemoryAppender(Tobacco.class);  }  @AfterEach,setUp
3450,  public static PrinterQueue <extra_id_0>() {    if (Objects.isNull(currentInstance)) {      currentInstance = new PrinterQueue();    }    return currentInstance;  }  /**   * Empty the printer queue.   */,getInstance
2790,    public void <extra_id_0>() {        assertDoesNotThrow(() -> App.main(new String[] {}));    },doesNotThrowException
2227,  protected void <extra_id_0>() {    var lastFrameTime = System.currentTimeMillis();    while (isGameRunning()) {      processInput();      var currentFrameTime = System.currentTimeMillis();      var elapsedTime = currentFrameTime - lastFrameTime;      update(elapsedTime);      lastFrameTime = currentFrameTime;      render();    }  },processGameLoop
3473,"  void <extra_id_0>() {    var example = ""the first one the second one "";    var result = Finder.contains(""second"").find(example);    assertEquals(1, result.size());    assertEquals( ""the second one "", result.get(0));  }",contains
435,"  void <extra_id_0>() {    assertEquals(-1758941372, (new User(1, ""janedoe"",            ""iloveyou"")).hashCode());  }  @Test",testHashCode1
2222,  protected void <extra_id_0>() {    controller.moveBullet(0.5f);  },update
3294,"  public static void <extra_id_0>(String[] args) {    final var bus = DataBus.getInstance();    bus.subscribe(new StatusMember(1));    bus.subscribe(new StatusMember(2));    final var foo = new MessageCollectorMember(""Foo"");    final var bar = new MessageCollectorMember(""Bar"");    bus.subscribe(foo);    bus.publish(StartingData.of(LocalDateTime.now()));    bus.publish(MessageData.of(""Only Foo should see this""));    bus.subscribe(bar);    bus.publish(MessageData.of(""Foo and Bar should see this""));    bus.unsubscribe(foo);    bus.publish(MessageData.of(""Only Bar should see this""));    bus.publish(StoppingData.of(LocalDateTime.now()));  }",main
1521,  void <extra_id_0>() {    var soberUnhappyKing = RoyaltyObjectMother.createSoberUnhappyKing();    var flirtyQueen = RoyaltyObjectMother.createFlirtyQueen();    soberUnhappyKing.flirt(flirtyQueen);    assertFalse(soberUnhappyKing.isHappy());  }  @Test,unsuccessfulKingFlirt
276,"  protected void <extra_id_0>(double x, double y, double z) {    logger.info(""Move to ( {}, {}, {} )"", x, y, z);  }  /**   * Play sound effect for the superpower.   * @param soundName Sound name.   * @param volume Value of volume.   */",move
3257,"  private Book <extra_id_0>(String title) {    Book book;    try (var session = sessionFactory.openSession()) {      var query = session.createQuery(""from Book where title=:title"");      query.setParameter(""title"", title);      book = (Book) query.uniqueResult();    }    if (book == null) {      HibernateUtil.getSessionFactory().close();      throw new NullPointerException(""Book "" + title + "" doesn't exist!"");    }    return book;  }  @Override",getBookByTitle
3359,"  private void <extra_id_0>() {    var list = queue.exceptionsList;    var t3 = new Thread(() -> {      Retry.Operation op = (list1) -> {        if (!list1.isEmpty()) {          LOG.warn(""Error in accessing queue db to dequeue task, trying again.."");          throw list1.remove(0);        }        queue.dequeue();        queueItems--;      };      Retry.HandleErrorIssue<QueueTask> handleError = (o, err) -> {      };      var r = new Retry<QueueTask>(op, handleError, numOfRetries, retryDuration,          e -> DatabaseUnavailableException.class.isAssignableFrom(e.getClass()));      try {        r.perform(list, null);      } catch (Exception e1) {        e1.printStackTrace();      }    });    t3.start();  }",tryDequeue
1325,  boolean <extra_id_0>(Stats stat);,has
55,  public void <extra_id_0>(Sergeant sergeant) {    // Do nothing  }  /**   * Commander Visitor method.   * @param commander Commander to be visited   */  @Override,visit
1576,"  public void <extra_id_0>() {    if (this.output != null) {      this.output.flush();      this.output.close();    }    if (this.error != null) {      this.error.flush();      this.error.close();    }    LOGGER.debug(""ConsoleLoggerModule::unprepare();"");  }  /**   * Used to print a message.   *   * @param value will be printed on console   */",unprepare
1593,"  public void <extra_id_0>(Request request) {    LOGGER.info(""Server ID {} associated to host : {} and port {}. Processed request with value {}"",        id, host, port, request.value);  }",serve
1649,"  void <extra_id_0>() {    for (final var name : NazgulName.values()) {      final var nazgul = Nazgul.getInstance(name);      assertNotNull(nazgul);      assertSame(nazgul, Nazgul.getInstance(name));      assertEquals(name, nazgul.getName());    }  }",testGetInstance
1343,  public Item <extra_id_0>() throws InterruptedException {    return queue.take();  },take
1303,"  void <extra_id_0>()      throws ExecutionException {    var promise = new Promise<Integer>();    promise.fulfill(NumberCrunchingTask.CRUNCHED_NUMBER);    Integer result = promise.get(1000, TimeUnit.SECONDS);    assertEquals(NumberCrunchingTask.CRUNCHED_NUMBER, result);  }  @SuppressWarnings(""unchecked"")  @Test",fetchingAnAlreadyFulfilledPromiseReturnsTheFulfilledValueImmediately
2765,"  public void <extra_id_0>() {    eventPool.entrySet().forEach(entry -> ((AsyncEvent) ((Map.Entry) entry).getValue()).status());  }  /**   * Stop all running events.   */  @SuppressWarnings(""rawtypes"")",statusOfAllEvents
2611,  public String <extra_id_0>() {    return log.get(log.size() - 1).getFormattedMessage();  },getLastMessage
2279,"  private static void <extra_id_0>() {    LOGGER.info("""");    LOGGER.info(""### Lottery Administration Console ###"");    LOGGER.info(""(1) Show all submitted tickets"");    LOGGER.info(""(2) Perform lottery draw"");    LOGGER.info(""(3) Reset lottery ticket database"");    LOGGER.info(""(4) Exit"");  }",printMainMenu
3537,"  public void <extra_id_0>() {    LOGGER.info(""Perform some important activity and after call the callback method."");  }",execute
3409,"  public String <extra_id_0>() {    if (!this.taskType.equals(TaskType.MESSAGING)) {      return this.taskType.toString();    } else {      if (this.messageType == 0) {        return ""Payment Failure Message"";      } else if (this.messageType == 1) {        return ""Payment Error Message"";      } else {        return ""Payment Success Message"";      }    }  }",getType
2383,"  void <extra_id_0>(){    PersonDbSimulatorImplementation db = new PersonDbSimulatorImplementation();    Person person1 = new Person(1, ""Thomas"", 27304159);    Person person2 = new Person(2, ""John"", 42273631);    db.insert(person1);    db.insert(person2);    // delete the record.    db.delete(1);    // test size of database after deletion.    Assertions.assertEquals(1,db.size(),""Size after deletion is incorrect."");    // try to find deleted record in db.    Assertions.assertThrows(IdNotFoundException.class,()->db.find(1));  }",deleteInDb
1879,"  public String <extra_id_0>() {    return ""Wizard"";  }",toString
778,"  void <extra_id_0>() {    final var royalty = mock(Royalty.class);    final var servant = new Servant(""test"");    servant.feed(royalty);    verify(royalty).getFed();    verifyNoMoreInteractions(royalty);  }  @Test",testFeed
3001,"  void <extra_id_0>() throws Exception {    var printerController = new PrinterController(new CanonPrinter());    printerController.print(MESSAGE);    assertEquals(""Canon Printer : Test Message Printed"", appender.getLastMessage());  }  @Test",testCanonPrinter
609,"  void <extra_id_0>() {    final var model = new GiantModel(""giant1"", Health.HEALTHY, Fatigue.ALERT,        Nourishment.SATURATED);    assertEquals(Nourishment.SATURATED, model.getNourishment());    var messageFormat = ""Giant giant1, The giant looks healthy, alert and %s."";    for (final var nourishment : Nourishment.values()) {      model.setNourishment(nourishment);      assertEquals(nourishment, model.getNourishment());      assertEquals(String.format(messageFormat, nourishment), model.toString());    }  }",testSetNourishment
3487,  public String <extra_id_0>() {    return title;  },toString
1037,  public static Saga <extra_id_0>() {    return new Saga();  }  /**   * result for saga.   */,create
2792,  boolean <extra_id_0>() throws SQLException;  ,createSchema
3421,"    private Commander <extra_id_0>() {        PaymentService paymentService = new PaymentService                (new PaymentDatabase(), new IllegalStateException());        var shippingService = new ShippingService(new ShippingDatabase());        var messagingService = new MessagingService(new MessagingDatabase());        var employeeHandle = new EmployeeHandle                (new EmployeeDatabase(), new IllegalStateException());        var qdb = new QueueDatabase                (new DatabaseUnavailableException(), new IllegalStateException());        return new Commander(employeeHandle, paymentService, shippingService,                messagingService, qdb, numOfRetries, retryDuration,                queueTime, queueTaskTime, paymentTime, messageTime, employeeTime);    }",buildCommanderObjectUnknownException
3193,  void <extra_id_0>() throws SQLException {    try (var connection = DriverManager.getConnection(DB_URL);         var statement = connection.createStatement()) {      statement.execute(CustomerSchemaSql.DELETE_SCHEMA_SQL);    }  },deleteSchema
2446,"  void <extra_id_0>() {    final var store = mock(MenuStore.class);    when(store.getSelected()).thenReturn(MenuItem.HOME);    final var view = new MenuView();    view.storeChanged(store);    verify(store, times(1)).getSelected();    verifyNoMoreInteractions(store);  }  @Test",testStoreChanged
2885,  void <extra_id_0>() {    appender = new InMemoryAppender(SimpleTroll.class);  }  @AfterEach,setUp
451,  public void <extra_id_0>(String tenantName) {    tenantCallsCount.get(tenantName).incrementAndGet();  }  /**   * Get count of tenant based on tenant name.   *   * @param tenantName name of the tenant.   * @return the count of the tenant.   */,incrementCount
859,  public ChannelHandler <extra_id_0>() {    return handler;  }  /*   * Called from the context of reactor thread when the key becomes writable. The channel writes the   * whole pending block of data at once.   */,getHandler
650,  public String <extra_id_0>() {    return title;  },toString
3611,"  void <extra_id_0>() throws Exception {    assertTimeout(ofMillis(3000), () -> {      // Instantiate a new executor and start a new 'null' task ...      final var executor = new ThreadAsyncExecutor();      final var asyncResult = executor.startProcess(null);      assertNotNull(asyncResult, ""The AsyncResult should not be 'null', even though the task was 'null'."");      asyncResult.await(); // Prevent timing issues, and wait until the result is available      assertTrue(asyncResult.isCompleted());      try {        asyncResult.getValue();        fail(""Expected ExecutionException with NPE as cause"");      } catch (final ExecutionException e) {        assertNotNull(e.getMessage());        assertNotNull(e.getCause());        assertEquals(NullPointerException.class, e.getCause().getClass());      }    });  }  /**   * Test used to verify the behaviour of {@link ThreadAsyncExecutor#startProcess(Callable,   * AsyncCallback)} when the callable is 'null', but the asynchronous callback is provided   */  @Test",testNullTask
3574,"  public String <extra_id_0>() {    var httpClient = HttpClient.newHttpClient();    var httpGet = HttpRequest.newBuilder()        .GET()        .uri(URI.create(""http://localhost:50005/image-path""))        .build();    try {      LOGGER.info(""Sending request to fetch image path"");      var httpResponse = httpClient.send(httpGet, BodyHandlers.ofString());      logResponse(httpResponse);      return httpResponse.body();    } catch (IOException ioe) {      LOGGER.error(""Failure occurred while getting image path"", ioe);    } catch (InterruptedException ie) {      LOGGER.error(""Failure occurred while getting image path"", ie);      Thread.currentThread().interrupt();    }    return null;  }",getImagePath
2348,"  public static LotteryTicket <extra_id_0>(String email, String account, String phone,                                                  Set<Integer> givenNumbers) {    var details = new PlayerDetails(email, account, phone);    var numbers = LotteryNumbers.create(givenNumbers);    return new LotteryTicket(new LotteryTicketId(), details, numbers);  }",createLotteryTicket
3432,"    void <extra_id_0>() throws Exception {        for (double d = 0.1; d < 2; d = d + 0.1) {            paymentTime *= d;            queueTaskTime *= d;            Commander c = buildCommanderObjectNoPaymentException1();            var order = new Order(new User(""K"", ""J""), ""pen"", 1f);            for (Order.MessageSent ms : Order.MessageSent.values()) {                c.placeOrder(order);                assertFalse(StringUtils.isBlank(order.id));            }        }    }    @Test",testPlaceOrderNoException1
1133,"  public void <extra_id_0>() throws Exception {    while (true) {      var message = queueManager.receiveMessage();      if (message == null) {        LOGGER.info(""No Message ... waiting"");        Thread.sleep(200);      } else {        processMessage(message);      }    }  }  /**   * Process message.   */",run
3243,"  public static void <extra_id_0>(String[] args) {    var commands = new CommandServiceImpl();    // Create Authors and Books using CommandService    commands.authorCreated(AppConstants.E_EVANS, ""Eric Evans"", ""evans@email.com"");    commands.authorCreated(AppConstants.J_BLOCH, ""Joshua Bloch"", ""jBloch@email.com"");    commands.authorCreated(AppConstants.M_FOWLER, ""Martin Fowler"", ""mFowler@email.com"");    commands.bookAddedToAuthor(""Domain-Driven Design"", 60.08, AppConstants.E_EVANS);    commands.bookAddedToAuthor(""Effective Java"", 40.54, AppConstants.J_BLOCH);    commands.bookAddedToAuthor(""Java Puzzlers"", 39.99, AppConstants.J_BLOCH);    commands.bookAddedToAuthor(""Java Concurrency in Practice"", 29.40, AppConstants.J_BLOCH);    commands.bookAddedToAuthor(""Patterns of Enterprise""        + "" Application Architecture"", 54.01, AppConstants.M_FOWLER);    commands.bookAddedToAuthor(""Domain Specific Languages"", 48.89, AppConstants.M_FOWLER);    commands.authorNameUpdated(AppConstants.E_EVANS, ""Eric J. Evans"");    var queries = new QueryServiceImpl();    // Query the database using QueryService    var nullAuthor = queries.getAuthorByUsername(""username"");    var evans = queries.getAuthorByUsername(AppConstants.E_EVANS);    var blochBooksCount = queries.getAuthorBooksCount(AppConstants.J_BLOCH);    var authorsCount = queries.getAuthorsCount();    var dddBook = queries.getBook(""Domain-Driven Design"");    var blochBooks = queries.getAuthorBooks(AppConstants.J_BLOCH);    LOGGER.info(""Author username : {}"", nullAuthor);    LOGGER.info(""Author evans : {}"", evans);    LOGGER.info(""jBloch number of books : {}"", blochBooksCount);    LOGGER.info(""Number of authors : {}"", authorsCount);    LOGGER.info(""DDD book : {}"", dddBook);    LOGGER.info(""jBloch books : {}"", blochBooks);    HibernateUtil.getSessionFactory().close();  }",main
3163,    void <extra_id_0>() throws Exception {      var result = dao.delete(CUSTOMER);      assertTrue(result);      assertCustomerCountIs(0);      assertFalse(dao.getById(CUSTOMER.getId()).isPresent());    }    @Test,deletionShouldBeSuccessAndCustomerShouldBeNonAccessible
437,"  void <extra_id_0>() {    assertEquals(-426522485, (new User(1, ""janedoe"",            null)).hashCode());  }  @Test",testHashCode3
835,  public DatagramChannel <extra_id_0>() {    return (DatagramChannel) super.getJavaChannel();  }  /**   * Binds UDP socket on the provided <code>port</code>.   *   * @throws IOException if any I/O error occurs.   */  @Override,getJavaChannel
3398,  public String <extra_id_0>(Object... parameters) throws DatabaseUnavailableException {    return updateDb(parameters[0]);  },receiveRequest
2405,  public int <extra_id_0>() {    return leftExpression.interpret() + rightExpression.interpret();  }  @Override,interpret
3260,"  public void <extra_id_0>(String username, String name) {    var author = getAuthorByUsername(username);    author.setName(name);    try (var session = sessionFactory.openSession()) {      session.beginTransaction();      session.update(author);      session.getTransaction().commit();    }  }  @Override",authorNameUpdated
3627,"  public <T> AsyncResult<T> <extra_id_0>(Callable<T> task, AsyncCallback<T> callback) {    var result = new CompletableResult<>(callback);    new Thread(() -> {      try {        result.setValue(task.call());      } catch (Exception ex) {        result.setException(ex);      }    }, ""executor-"" + idx.incrementAndGet()).start();    return result;  }  @Override",startProcess
1692,  public String <extra_id_0>() {    return this.name;  }  @Override,getFileName
2259,  public MongoCollection<Document> <extra_id_0>() {    return ticketsCollection;  }  /**   * Get counters collection.   *   * @return counters collection   */,getTicketsCollection
2058,"  void <extra_id_0>()      throws NoSuchMethodException,          InvocationTargetException,          IllegalAccessException,          InterruptedException {    // Mock executor service to return false (incomplete termination)    when(executorService.awaitTermination(5, TimeUnit.SECONDS)).thenReturn(false);    // Use reflection to access the private method for code coverage.    Method privateMethod =        AsynchronousHealthChecker.class.getDeclaredMethod(""awaitTerminationWithTimeout"");    privateMethod.setAccessible(true);    // When    boolean result = (boolean) privateMethod.invoke(healthChecker);    // Then    assertTrue(result, ""Termination should be incomplete"");  }",awaitTerminationWithTimeout_IncompleteTermination_ReturnsTrue
3479,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
2769,"  public Map<Integer, AsyncEvent> <extra_id_0>() {    return eventPool;  }  /**   * Get number of currently running Synchronous events.   */",getEventPool
586,  void <extra_id_0>() {    HibernateUtil.dropSession();  },tearDown
2030,"    public CacheManager <extra_id_0>() {      return new ConcurrentMapCacheManager(""health-check"");    }  }}",cacheManager
3883,  public static void <extra_id_0>(String[] args) {      var app = new App();    app.run();  }    @Override,main
2968,  public List<ProductDto.Response.Public> <extra_id_0>() {    return products            .stream()            .map(p -> new ProductDto.Response.Public().setId(p.getId()).setName(p.getName())                    .setPrice(p.getPrice()))            .toList();  }  /**   * Save new product.   *   * @param createProductDto save new product to list.   */,getAllProductsForCustomer
2598,  void <extra_id_0>() {    appender.stop();  },tearDown
3262,"  public void <extra_id_0>(String username, String email) {    var author = getAuthorByUsername(username);    author.setEmail(email);    try (var session = sessionFactory.openSession()) {      session.beginTransaction();      session.update(author);      session.getTransaction().commit();    }  }  @Override",authorEmailUpdated
420,"  void <extra_id_0>() throws SQLException {    var dataSource = createDataSource();    var userTableModule = new UserTableModule(dataSource);    var user = new User(1, ""123456"", ""123456"");    userTableModule.registerUser(user);    assertEquals(1, userTableModule.login(user.getUsername(),            user.getPassword()));  }  @Test",loginShouldSucceed
2998,"  public void <extra_id_0>(String message) {    LOGGER.info(""HP Printer : {}"", message);  }",print
3096,"  void <extra_id_0>() throws Exception {    List<Tobacco> tobaccos = List.of(        new OldTobyTobacco(),        new RivendellTobacco(),        new SecondBreakfastTobacco()    );    // Verify if the wizard is smoking the correct tobacco ...    tobaccos.forEach(tobacco -> {      final GuiceWizard guiceWizard = new GuiceWizard(tobacco);      guiceWizard.smoke();      String lastMessage = appender.getLastMessage();      assertEquals(""GuiceWizard smoking "" + tobacco.getClass().getSimpleName(), lastMessage);    });    // ... and nothing else is happening.    assertEquals(tobaccos.size(), appender.getLogSize());  }  /**   * Test if the {@link GuiceWizard} smokes whatever instance of {@link Tobacco} is passed to him   * through the Guice google inject framework   */  @Test",testSmokeEveryThingThroughConstructor
380,"  public String <extra_id_0>() {    return String.format(""id=%d timeMs=%d"", id, timeMs);  }",toString
731,"  static Hashtable<Integer, Point> <extra_id_0>(Collection<Point> points, Rect queryRange) {    return points.stream()        .filter(queryRange::contains)        .collect(Collectors.toMap(point -> point.id, point -> point, (a, b) -> b, Hashtable::new));  }",verify
