,method,name
3879,"  public void <extra_id_0>() throws InterruptedException {    requests.put(() ->        logger.info(""{} has started to roam in the wastelands."", name())    );  }    /**   * Returns the name of the creature.   * @return the name of the creature.   */",roam
2684,"  void <extra_id_0>() throws UnsupportedAudioFileException, IOException, InterruptedException {    audio.playSound(audio.getAudioStream(""./etc/Bass-Drum-1.wav""), -10.0f);    // test that service is started    assertTrue(audio.isServiceRunning());    // adding a small pause to be sure that the sound is ended    Thread.sleep(5000);    audio.stopService();    // test that service is finished    assertFalse(audio.isServiceRunning());  }  /**   * Test here that the Queue   * @throws UnsupportedAudioFileException when the audio file is not supported    * @throws IOException when the file is not readable   * @throws InterruptedException when the test is interrupted externally   */  @Test",testPlaySound
2397,"  void <extra_id_0>(NumberExpression first, NumberExpression second) {    final var expression = factory.apply(first, second);    assertNotNull(expression);    assertEquals(expectedToString, expression.toString());  }",testToString
2044,              protected List<GarbageCollectorMXBean> <extra_id_0>() {                return Collections.singletonList(garbageCollectorMXBean);              }              @Override,getGarbageCollectorMxBeans
1516,"  public AlbumListPage <extra_id_0>() {    try {      page = this.webClient.getPage(PAGE_URL);    } catch (IOException e) {      LOGGER.error(""An error occurred on navigateToPage."", e);    }    return this;  }  /**   * {@inheritDoc}   */  @Override",navigateToPage
13,"  public void <extra_id_0>() {    isSuspended = false;    LOGGER.info(""Begin to resume BallThread"");  }",resumeMe
401,  void <extra_id_0>();,observe
2577,  int <extra_id_0>();  /**   * Returns threat type.   * @return {@link ThreatType}   */,id
3543,"  void <extra_id_0>() {    var delayedService = new QuickRemoteService();    var delayedServiceCircuitBreaker = new DefaultCircuitBreaker(delayedService, 3000,        1,        2 * 1000 * 1000 * 1000);    var monitoringService = new MonitoringService(delayedServiceCircuitBreaker,null);    //Set time as current time as initially server fails    var response = monitoringService.delayedServiceResponse();    assertEquals(response, ""Quick Service is working"");  }",testQuickRemoteServiceResponse
2906,  void <extra_id_0>(Student student) throws DataMapperException;,update
3350,"  void <extra_id_0>() throws Exception {    var ps = new PaymentService(new PaymentDatabase());    var ss = new ShippingService(new ShippingDatabase(), new ShippingNotPossibleException());    var ms = new MessagingService(new MessagingDatabase());    var eh = new EmployeeHandle(new EmployeeDatabase());    var qdb = new QueueDatabase();    var c = new Commander(eh, ps, ss, ms, qdb, numOfRetries, retryDuration,        queueTime, queueTaskTime, paymentTime, messageTime, employeeTime);    var user = new User(""Jim"", ""ABCD"");    var order = new Order(user, ""book"", 10f);    c.placeOrder(order);  }",shippingNotPossibleCase
2575,"  Filterer<? extends ThreatAwareSystem, ? extends Threat> <extra_id_0>();",filtered
2585,"  public String <extra_id_0>() {    return ""SimpleProbableThreat{""        + ""probability="" + probability        + ""} ""        + super.toString();  }",toString
1625,"  void <extra_id_0>() {    assertThrows(AssertionError.class, () -> Mute.mute(this::methodThrowingException));  }  @Test",muteShouldRethrowUnexpectedExceptionAsAssertionError
2421,  void <extra_id_0>(Store store);,storeChanged
1244,  protected void <extra_id_0>(ILoggingEvent eventObject) {    log.add(eventObject);  },append
2458,"  void <extra_id_0>() {    final var integers = List.of(1, 2, 3);    final var last4 = createFluentIterable(integers)        .last(4)        .asList();    assertNotNull(last4);    assertEquals(3, last4.size());    assertEquals(Integer.valueOf(1), last4.get(0));    assertEquals(Integer.valueOf(2), last4.get(1));    assertEquals(Integer.valueOf(3), last4.get(2));  }  @Test",testLastCountLessItems
3087,  protected void <extra_id_0>() {    bind(Tobacco.class).to(RivendellTobacco.class);  },configure
2508,      public E <extra_id_0>() {        return fromIterator.hasNext() ? fromIterator.next() : null;      }    };  }  /**   * Constructors FluentIterable from given iterable.   *   * @return a FluentIterable from a given iterable. Calls the LazyFluentIterable constructor.   */,computeNext
978,  void <extra_id_0>() {    repository.deleteAll();  },cleanup
2983,"  public List<String> <extra_id_0>() {    var classLoader = getClass().getClassLoader();    var file = new File(classLoader.getResource(filename).getFile());    if (isDirty(file.lastModified())) {      LOGGER.info(filename + "" is dirty! Re-fetching file content..."");      try (var br = new BufferedReader(new FileReader(file))) {        return br.lines().collect(Collectors.collectingAndThen(Collectors.toList(), List::copyOf));      } catch (IOException e) {        e.printStackTrace();      }    }    return List.of();  }",fetch
2039,"  void <extra_id_0>() {    // Arrange    Query mockedQuery = mock(Query.class);    when(entityManager.createNativeQuery(""SELECT 1"")).thenReturn(mockedQuery);    when(mockedQuery.getSingleResult()).thenReturn(1);    // Act    Integer healthCheckResult = healthCheckRepository.checkHealth();    // Assert    assertNotNull(healthCheckResult);    assertEquals(1, healthCheckResult);  }  /**   * Test case for the `performTestTransaction()` method.   *   * <p>Asserts that when the `performTestTransaction()` method is called, it successfully executes   * a test transaction.   */  @Test",whenCheckHealth_thenReturnsOne
366,    protected void <extra_id_0>(ILoggingEvent eventObject) {      log.add(eventObject);    },append
172,  private static void <extra_id_0>(HotelDaoImpl dao) throws Exception {    try (var customerStream = dao.getAll()) {      customerStream.forEach((customer) -> LOGGER.info(customer.toString()));    }  },getRoomStatus
8,"  public static void <extra_id_0>(RainbowFishV2 rainbowFish, String filename) throws IOException {    var map = Map.of(        ""name"", rainbowFish.getName(),        ""age"", String.format(""%d"", rainbowFish.getAge()),        LENGTH_METERS, String.format(""%d"", rainbowFish.getLengthMeters()),        WEIGHT_TONS, String.format(""%d"", rainbowFish.getWeightTons()),        ""angry"", Boolean.toString(rainbowFish.isAngry()),        ""hungry"", Boolean.toString(rainbowFish.isHungry()),        ""sleeping"", Boolean.toString(rainbowFish.isSleeping())    );    try (var fileOut = new FileOutputStream(filename);         var objOut = new ObjectOutputStream(fileOut)) {      objOut.writeObject(map);    }  }  /**   * Read V1 RainbowFish from file.   */",writeV2
1667,"  public void <extra_id_0>(Health health) {    this.giant.setHealth(health);  }  @SuppressWarnings(""UnusedReturnValue"")",setHealth
1250,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
2206,  void <extra_id_0>() {    gameLoop = null;  }  @Test,tearDown
3478,"  private String <extra_id_0>() {    return        ""It was many and many a year ago,""            + ""In a kingdom by the sea,""            + ""That a maiden there lived whom you may know""            + ""By the name of ANNABEL LEE;""            + ""And this maiden she lived with no other thought""            + ""Than to love and be loved by me.""            + ""I was a child and she was a child,""            + ""In this kingdom by the sea;""            + ""But we loved with a love that was more than love-""            + ""I and my Annabel Lee;""            + ""With a love that the winged seraphs of heaven""            + ""Coveted her and me."";  }",text
2043,  void <extra_id_0>() {    MockitoAnnotations.openMocks(this);    healthIndicator =        spy(            new GarbageCollectionHealthIndicator() {              @Override              protected List<GarbageCollectorMXBean> getGarbageCollectorMxBeans() {                return Collections.singletonList(garbageCollectorMXBean);              }              @Override              protected List<MemoryPoolMXBean> getMemoryPoolMxBeans() {                return Collections.singletonList(memoryPoolMXBean);              }            });    healthIndicator.setMemoryUsageThreshold(0.8);  }  /** Test case to verify that the health status is up when memory usage is low. */  @Test,setUp
3526,"  public static Map<Category, List<Car>> <extra_id_0>(List<Car> cars) {    return cars.stream().collect(Collectors.groupingBy(Car::getCategory));  }  /**   * Method to get all Sedan cars belonging to a group of persons sorted by year of manufacture.   *   * @param persons {@link List} of {@link Person} to be used   * @return {@link List} of {@link Car} to belonging to the group   */",getGroupingOfCarsByCategory
2455,"  void <extra_id_0>() {    final var integers = List.of(1, 2, 3, 10, 9, 8);    final var last = createFluentIterable(integers).last();    assertNotNull(last);    assertTrue(last.isPresent());    assertEquals(integers.get(integers.size() - 1), last.get());  }  @Test",testLast
1350,"  public static void <extra_id_0>(final String[] args) {    SpringApplication.run(App.class, args);  }",main
3711,  void <extra_id_0>(MongoDatabase db) {    this.db = db;  }  /**   * Connect to Db. Check th connection   */  @Override,setDb
2069,  public Health <extra_id_0>() {    return checkMemory();  },health
281,"  protected void <extra_id_0>() {    move(0, 0, 20);    playSound(""SKYLAUNCH_SOUND"", 1);    spawnParticles(""SKYLAUNCH_PARTICLE"", 100);  }",activate
2159,"  private static void <extra_id_0>(ItemType itemType) {    LOGGER.info(""------------------------"");    LOGGER.info(""Item Iterator for ItemType "" + itemType + "": "");    var itemIterator = TREASURE_CHEST.iterator(itemType);    while (itemIterator.hasNext()) {      LOGGER.info(itemIterator.next().toString());    }  }",demonstrateTreasureChestIteratorForType
1792,"  protected void <extra_id_0>() {    LOGGER.info(""Steal valuable items"");  }",steal
1266,  private void <extra_id_0>() {    if (fulfillmentAction == null) {      return;    }    fulfillmentAction.run();  }  /**   * Executes the task using the executor in other thread and fulfills the promise returned once the   * task completes either successfully or with an exception.   *   * @param task     the task that will provide the value to fulfill the promise.   * @param executor the executor in which the task should be run.   * @return a promise that represents the result of running the task provided.   */,postFulfillment
3456,"  void <extra_id_0>() throws IllegalArgumentException {    Assertions.assertThrows(IllegalArgumentException.class, () -> new PrinterItem(null, 1, true, true));  }",nullPageSize
710,  public User <extra_id_0>(String userName) {    if (!userName2User.containsKey(userName)) {      return null;    }    return userName2User.get(userName);  }  /**   * Find an account of the user.   *   * @param user in Db   * @return instance of Account of the user   */,findUserByUserName
947,  public void <extra_id_0>(Message msg) {    try {      this.msgQueue.submitMsg(msg);    } catch (Exception e) {      LOGGER.error(e.getMessage());    }  }  /**   * Each TaskGenerator thread will submit all the messages to the Queue. After every message   * submission TaskGenerator thread will sleep for 1 second.   */,submit
3503,"  public void <extra_id_0>(Request req) {    req.markHandled();    LOGGER.info(""{} handling request \""{}\"""", name(), req);  }  @Override",handle
1907,"  void <extra_id_0>() {    final var ringInstance = new RingInstance(null, 1, 1);    ringInstance.setAlive(false);    assertFalse(ringInstance.isAlive());  }",testSetAlive
3536,  public abstract void <extra_id_0>();,execute
191,  private Connection <extra_id_0>() throws Exception {    return dataSource.getConnection();  },getConnection
3521,"  void <extra_id_0>() {    var modelsExpected = Map.of(        Category.CONVERTIBLE, List.of(            new Car(""Buick"", ""Cascada"", 2016, Category.CONVERTIBLE),            new Car(""Chevrolet"", ""Geo Metro"", 1992, Category.CONVERTIBLE)        ),        Category.SEDAN, List.of(            new Car(""Dodge"", ""Avenger"", 2010, Category.SEDAN),            new Car(""Ford"", ""Focus"", 2012, Category.SEDAN)        ),        Category.JEEP, List.of(            new Car(""Jeep"", ""Wrangler"", 2011, Category.JEEP),            new Car(""Jeep"", ""Comanche"", 1990, Category.JEEP))    );    var modelsFunctional = FunctionalProgramming.getGroupingOfCarsByCategory(cars);    var modelsImperative = ImperativeProgramming.getGroupingOfCarsByCategory(cars);    LOGGER.info(""Category "" + modelsFunctional);    assertEquals(modelsExpected, modelsFunctional);    assertEquals(modelsExpected, modelsImperative);  }  @Test",testGetGroupingOfCarsByCategory
2711,"  void <extra_id_0>() {    final var goldMine = new DwarvenGoldmineFacade();    goldMine.startNewDay();    // On the start of a day, all workers should wake up ...    assertTrue(appender.logContains(""Dwarf gold digger wakes up.""));    assertTrue(appender.logContains(""Dwarf cart operator wakes up.""));    assertTrue(appender.logContains(""Dwarven tunnel digger wakes up.""));    // ... and go to the mine    assertTrue(appender.logContains(""Dwarf gold digger goes to the mine.""));    assertTrue(appender.logContains(""Dwarf cart operator goes to the mine.""));    assertTrue(appender.logContains(""Dwarven tunnel digger goes to the mine.""));    // No other actions were invoked, so the workers shouldn't have done (printed) anything else    assertEquals(6, appender.getLogSize());    // Now do some actual work, start digging gold!    goldMine.digOutGold();    // Since we gave the dig command, every worker should be doing it's job ...    assertTrue(appender.logContains(""Dwarf gold digger digs for gold.""));    assertTrue(appender.logContains(""Dwarf cart operator moves gold chunks out of the mine.""));    assertTrue(appender.logContains(""Dwarven tunnel digger creates another promising tunnel.""));    // Again, they shouldn't be doing anything else.    assertEquals(9, appender.getLogSize());    // Enough gold, lets end the day.    goldMine.endDay();    // Check if the workers go home ...    assertTrue(appender.logContains(""Dwarf gold digger goes home.""));    assertTrue(appender.logContains(""Dwarf cart operator goes home.""));    assertTrue(appender.logContains(""Dwarven tunnel digger goes home.""));    // ... and go to sleep. We need well rested workers the next day :)    assertTrue(appender.logContains(""Dwarf gold digger goes to sleep.""));    assertTrue(appender.logContains(""Dwarf cart operator goes to sleep.""));    assertTrue(appender.logContains(""Dwarven tunnel digger goes to sleep.""));    // Every worker should be sleeping now, no other actions allowed    assertEquals(15, appender.getLogSize());  }",testFullWorkDay
1249,"  void <extra_id_0>() {    final var wizards = List.of(        new Wizard(""Gandalf""),        new Wizard(""Dumbledore""),        new Wizard(""Oz""),        new Wizard(""Merlin"")    );    final var proxy = new WizardTowerProxy(new IvoryTower());    wizards.forEach(proxy::enter);    assertTrue(appender.logContains(""Gandalf enters the tower.""));    assertTrue(appender.logContains(""Dumbledore enters the tower.""));    assertTrue(appender.logContains(""Oz enters the tower.""));    assertTrue(appender.logContains(""Merlin is not allowed to enter!""));    assertEquals(4, appender.getLogSize());  }",testEnter
374,  private static <O> O <extra_id_0>(Future<O> future) {    try {      return future.get();    } catch (InterruptedException | ExecutionException e) {      return null;    }  },get
3120,"  void <extra_id_0>() {    var users = List.of(        new User(""Camile"", ""Tough"", false, ""124sad""),        new User(""Marti"", ""Luther"", true, ""42309fd""),        new User(""Kate"", ""Smith"", true, ""if0243"")    );    var fromDtos = userConverter.createFromDtos(userConverter.createFromEntities(users));    assertEquals(users, fromDtos);  }",testCollectionConversion
2211,  void <extra_id_0>() {    gameLoop = null;  }  @Test,tearDown
2454,"  void <extra_id_0>() {    final var integers = List.of(1, 2, 3);    final var first4 = createFluentIterable(integers)        .first(4)        .asList();    assertNotNull(first4);    assertEquals(3, first4.size());    assertEquals(integers.get(0), first4.get(0));    assertEquals(integers.get(1), first4.get(1));    assertEquals(integers.get(2), first4.get(2));  }  @Test",testFirstCountLessItems
974,"  void <extra_id_0>() {    var terry = repository.findByName(""Terry"");    repository.delete(terry);    assertEquals(3, repository.count());    assertNull(repository.findByName(""Terry""));  }  @Test",testDelete
627,"  public String <extra_id_0>() {    return String        .format(""Giant %s, The giant looks %s, %s and %s."", name,            model.getHealth(), model.getFatigue(), model.getNourishment());  }",toString
3371,"  void <extra_id_0>() throws Exception {    var ps = new PaymentService(new PaymentDatabase(), new DatabaseUnavailableException(),        new PaymentDetailsErrorException());    var ss = new ShippingService(new ShippingDatabase());    var ms = new MessagingService(new MessagingDatabase(), new DatabaseUnavailableException());    var eh = new EmployeeHandle(new EmployeeDatabase());    var qdb = new QueueDatabase(new DatabaseUnavailableException());    var c = new Commander(eh, ps, ss, ms, qdb, numOfRetries, retryDuration,        queueTime, queueTaskTime, paymentTime, messageTime, employeeTime);    var user = new User(""Jim"", ""ABCD"");    var order = new Order(user, ""book"", 10f);    c.placeOrder(order);  }",paymentNotPossibleCase
2260,  public MongoCollection<Document> <extra_id_0>() {    return countersCollection;  }  @Override,getCountersCollection
735,"  void <extra_id_0>() {    var b = new Bubble(10, 10, 1, 2);    var initialX = b.coordinateX;    var initialY = b.coordinateY;    b.move();    //change in x and y < |2|    assertTrue(b.coordinateX - initialX < 2 && b.coordinateX - initialX > -2);    assertTrue(b.coordinateY - initialY < 2 && b.coordinateY - initialY > -2);  }  @Test",moveTest
1558,"  void <extra_id_0>() throws Exception {    var fields = new String[]{""id"", ""title"", ""length""};    var video = new Video(        2, ""Godzilla Resurgence"", 120,        ""Action & drama movie|"", ""Hideaki Anno"", ""Japanese""    );    var jsonFieldResponse = mapper.toJson(video, fields);    var expectedDetails = ""{\""id\"": 2,\""title\"": \""Godzilla Resurgence\"",\""length\"": 120}"";    Assertions.assertEquals(expectedDetails, jsonFieldResponse);  }",shouldReturnJsonForSpecifiedFieldsInVideo
3597,  public WashingMachineState <extra_id_0>() {    return washingMachineState;  }  /**   * Method responsible for washing if the object is in appropriate state.   */,getWashingMachineState
513,  public Shard <extra_id_0>(final int shardId) {    return shardMap.get(shardId);  }  /**   * Store data in proper shard instance.   *   * @param data new data   * @return id of shard that the data is stored in   */,getShardById
2935,  public void <extra_id_0>(CustomerDto customer) {    customers.add(customer);  }  /**   * Delete customer with given id.   *   * @param customerId delete customer with id {@code customerId}   */,save
102,"  void <extra_id_0>(int timeSoFar, int totalTime) {    var start = System.currentTimeMillis();    var end = System.currentTimeMillis();    while (end - start + timeSoFar < totalTime && continueRound()) {      for (var i = 0; i < this.cells.length; i++) {        var points = 0;        var j = this.cells.length - 1;        while (this.cells[j][i].candy.getType().equals(Type.REWARD_FRUIT)) {          points = this.cells[j][i].candy.getPoints();          this.cells[j][i].crush(pool, this.cells);          handleChange(points);        }      }      for (var i = 0; i < this.cells.length; i++) {        var j = cells.length - 1;        var points = 0;        while (j > 0) {          points = this.cells[j][i].interact(this.cells[j - 1][i], this.pool, this.cells);          if (points != 0) {            handleChange(points);          } else {            j = j - 1;          }        }      }      for (Cell[] cell : this.cells) {        var j = 0;        var points = 0;        while (j < cells.length - 1) {          points = cell[j].interact(cell[j + 1], this.pool, this.cells);          if (points != 0) {            handleChange(points);          } else {            j = j + 1;          }        }      }      end = System.currentTimeMillis();    }  }",round
1014,"  private static Saga <extra_id_0>() {    return Saga.create()        .chapter(""1"")        .chapter(""2"")        .chapter(""3"")        .chapter(""4"");  }",newSaga
3840,"  public void <extra_id_0>(Hayes hayes) {    LOGGER.info(hayes + "" used with Dos configurator."");  }  @Override",visit
3668,  public void <extra_id_0>() {    dbManager.connect();  }  /**   * Initialize caching policy.   *   * @param policy is a {@link CachingPolicy}   */,initDb
969,  void <extra_id_0>() {    repository.deleteAll();  },cleanup
448,"  public int <extra_id_0>(BarCustomer barCustomer) {    var tenantName = barCustomer.getName();    var count = callsCount.getCount(tenantName);    if (count >= barCustomer.getAllowedCallsPerSecond()) {      LOGGER.error(""I'm sorry {}, you've had enough for today!"", tenantName);      return -1;    }    callsCount.incrementCount(tenantName);    LOGGER.debug(""Serving beer to {} : [{} consumed] "", barCustomer.getName(), count + 1);    return getRandomCustomerId();  }",orderDrink
3440,"    void <extra_id_0>() throws Exception {        for (double d = 0.1; d < 2; d = d + 0.1) {            paymentTime *= d;            queueTaskTime *= d;            messageTime *= d;            employeeTime *= d;            queueTime *= d;            Commander c = buildCommanderObjectUnknownException();            var order = new Order(new User(""K"", ""J""), ""pen"", 1f);            for (Order.MessageSent ms : Order.MessageSent.values()) {                c.placeOrder(order);                assertFalse(StringUtils.isBlank(order.id));            }        }    }    @Test",testPlaceOrderNoExceptionShortQueueDuration
661,  public AbstractSelector<T> <extra_id_0>() {    return new NegationSelector<>(this);  },not
3553,"  void <extra_id_0>() throws RemoteServiceException {      var obj = new DelayedRemoteService(System.nanoTime()-2000*1000*1000,1);      assertEquals(""Delayed service is working"",obj.call());  }",testParameterizedConstructor
2496,      public Iterator<E> <extra_id_0>() {        return new DecoratingIterator<>(iterable.iterator()) {          int currentIndex;          @Override          public E computeNext() {            if (currentIndex < count && fromIterator.hasNext()) {              var candidate = fromIterator.next();              currentIndex++;              return candidate;            }            return null;          }        };      }    };  }  /**   * Can be used to collect objects from the iteration. Is a terminating operation.   *   * @return an Optional containing the last object of this Iterable   */  @Override,iterator
2250,"  public static void <extra_id_0>() {    var host = DEFAULT_HOST;    var port = DEFAULT_PORT;    var path = System.getProperty(""hexagonal.properties.path"");    var properties = new Properties();    if (path != null) {      try (var fin = new FileInputStream(path)) {        properties.load(fin);        host = properties.getProperty(""mongo-host"");        port = Integer.parseInt(properties.getProperty(""mongo-port""));      } catch (Exception e) {        // error occurred, use default properties        e.printStackTrace();      }    }    System.setProperty(""mongo-host"", host);    System.setProperty(""mongo-port"", String.format(""%d"", port));  }",load
824,"  void <extra_id_0>() {    final var e = new BusinessException(""unhandled"");    final var retry = new Retry<String>(        () -> {          throw e;        },        2,        0    );    try {      retry.perform();    } catch (BusinessException ex) {      //ignore    }    assertThat(retry.errors(), hasItem(e));  }  /**   * No exceptions will be ignored, hence final number of attempts should be 1 even if we're asking   * it to attempt twice.   */  @Test",errors
795,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteWithoutException
3212,"    void <extra_id_0>(){        HttpServletRequest mockReq = Mockito.mock(HttpServletRequest.class);        ClientPropertiesBean newBean = new ClientPropertiesBean((mockReq));        assertEquals(""DEFAULT_NAME"", newBean.getName());        assertFalse(newBean.isWorldNewsInterest());        assertFalse(newBean.isBusinessInterest());        assertFalse(newBean.isScienceNewsInterest());        assertFalse(newBean.isSportsInterest());    }",testRequestConstructor
225,"  void <extra_id_0>() {    statue.frames = 10;    statue.update();    assertEquals(11, statue.frames);  }  @Test",testUpdateForPendingShoot
2627,  boolean <extra_id_0>();,isEnhanced
3713,  public void <extra_id_0>() {    client.close();  }  /**   * Read data from DB.   *   * @param userId {@link String}   * @return {@link UserAccount}   */  @Override,disconnect
1296,  void <extra_id_0>()      throws InterruptedException {    testWaitingForeverForPromiseToBeFulfilled();    testWaitingSomeTimeForPromiseToBeFulfilled();  },promiseIsFulfilledWithAnExceptionIfTaskThrowsAnException
2930,"  public void <extra_id_0>() {    LOGGER.info(""Update Render Game Component "");    // Process Render.    IntStream.range(0, numEntities)        .filter(i -> renderComponents.length > i && renderComponents[i] != null)        .forEach(i -> renderComponents[i].render());  }",render
2503,"  public <T> FluentIterable<T> <extra_id_0>(Function<? super E, T> function) {    return new LazyFluentIterable<>() {      @Override      public Iterator<T> iterator() {        return new DecoratingIterator<>(null) {          final Iterator<E> oldTypeIterator = iterable.iterator();          @Override          public T computeNext() {            if (oldTypeIterator.hasNext()) {              E candidate = oldTypeIterator.next();              return function.apply(candidate);            } else {              return null;            }          }        };      }    };  }  /**   * Collects all remaining objects of this iteration into a list.   *   * @return a list with all remaining objects of this iteration   */  @Override",map
2649,  public void <extra_id_0>(DomainEvent domainEvent) {    domainEvent.process();    eventJournal.write(domainEvent);  }  /**   * Reset.   */,process
2003,"  private void <extra_id_0>() {    setLayout(new BorderLayout());    var bot = new JPanel();    add(jt.getTableHeader(), BorderLayout.NORTH);    bot.setLayout(new BorderLayout());    bot.add(del, BorderLayout.EAST);    add(bot, BorderLayout.SOUTH);    var jsp = new JScrollPane(jt);    jsp.setPreferredSize(new Dimension(500, 250));    add(jsp, BorderLayout.CENTER);    del.addActionListener(new TargetListener());    var rootPane = SwingUtilities.getRootPane(del);    rootPane.setDefaultButton(del);    setVisible(true);  }",setup
1457,  int <extra_id_0>(T obj);,update
2696,  void <extra_id_0>(E event);,onEvent
1436,  public String <extra_id_0>() {    return sortBy;  },getSortBy
1041,"  public ChapterResult<K> <extra_id_0>(K value) {    LOGGER.info(""The Rollback for a chapter '{}' has been started. ""            + ""The data {} has been rollbacked successfully"",        getName(), value);    return ChapterResult.success(value);  }",rollback
1953,  protected void <extra_id_0>() {    // Not used in Ring instance.  },handleElectionInvokeMessage
98,"  void <extra_id_0>() {    LOGGER.info("""");    for (Cell[] cell : cells) {      for (var j = 0; j < cells.length; j++) {        var candyName = cell[j].candy.name;        if (candyName.length() < 20) {          var totalSpaces = 20 - candyName.length();          LOGGER.info(numOfSpaces(totalSpaces / 2) + cell[j].candy.name              + numOfSpaces(totalSpaces - totalSpaces / 2) + ""|"");        } else {          LOGGER.info(candyName + ""|"");        }      }      LOGGER.info("""");    }    LOGGER.info("""");  }",printGameStatus
126,"      T <extra_id_0>(final Trampoline<T> trampoline) {        return Stream.iterate(trampoline, Trampoline::jump)            .filter(Trampoline::complete)            .findFirst()            .map(Trampoline::result)            .get();      }    };  }}",trampoline
217,"  void <extra_id_0>() {    skeleton.patrollingLeft = false;    skeleton.setPosition(99);    skeleton.update();    assertEquals(100, skeleton.getPosition());    assertTrue(skeleton.patrollingLeft);  }",testUpdateForReverseDirectionFromRightToLeft
3192,"    void <extra_id_0>() {      assertThrows(Exception.class, () -> {        dao.getAll();      });    }  }  /**   * Delete customer schema for fresh setup per test.   *   * @throws SQLException if any error occurs.   */  @AfterEach",retrievingAllCustomersFailsWithExceptionAsFeedbackToClient
1627,  void <extra_id_0>() {    var stream = new ByteArrayOutputStream();    System.setErr(new PrintStream(stream));    Mute.loggedMute(this::methodThrowingException);    assertTrue(new String(stream.toByteArray()).contains(MESSAGE));  },loggedMuteShouldLogExceptionTraceBeforeSwallowingIt
3854,  default Optional<String> <extra_id_0>() {    return Optional.ofNullable((String) get(Property.TYPE.toString()));  },getType
3151,  private static void <extra_id_0>(DataSource dataSource) throws SQLException {    try (var connection = dataSource.getConnection();         var statement = connection.createStatement()) {      statement.execute(CustomerSchemaSql.DELETE_SCHEMA_SQL);    }  },deleteSchema
2750,  public void <extra_id_0>(Weekday day) {    if (day == Weekday.TUESDAY) {      notifyObservers(Event.WARSHIPS_APPROACHING);    }    if (day == Weekday.WEDNESDAY) {      notifyObservers(Event.WHITE_WALKERS_SIGHTED);    }  },timePasses
1779,"  void <extra_id_0>(){    Exception e;    try{      throw new LockingException(msg);    }    catch(LockingException ex){      e = ex;    }    Assertions.assertEquals(msg, e.getMessage());  }",testException
2883,"  void <extra_id_0>() {    // Create a normal troll first, but make sure we can spy on it later on.    final var simpleTroll = spy(new SimpleTroll());    // Now we want to decorate the troll to make it stronger ...    final var clubbed = new ClubbedTroll(simpleTroll);    assertEquals(20, clubbed.getAttackPower());    verify(simpleTroll, times(1)).getAttackPower();    // Check if the clubbed troll actions are delegated to the decorated troll    clubbed.attack();    verify(simpleTroll, times(1)).attack();    clubbed.fleeBattle();    verify(simpleTroll, times(1)).fleeBattle();    verifyNoMoreInteractions(simpleTroll);  }",testClubbedTroll
1699,  public void <extra_id_0>(ActionEvent e) {    if (this.ok.equals(e.getSource())) {      this.fileName = this.input.getText();      presenter.fileNameChanged();      presenter.confirmed();    } else if (this.cancel.equals(e.getSource())) {      presenter.cancelled();    }  }  @Override,actionPerformed
1540,  public void <extra_id_0>() {    isHappy = false;  },makeUnhappy
2404,"  public String <extra_id_0>() {    return ""-"";  }",toString
955,"  public LocalContainerEntityManagerFactoryBean <extra_id_0>() {    var entityManager = new LocalContainerEntityManagerFactoryBean();    entityManager.setDataSource(dataSource());    entityManager.setPackagesToScan(""com.iluwatar"");    entityManager.setPersistenceProvider(new HibernatePersistenceProvider());    entityManager.setJpaProperties(jpaProperties());    return entityManager;  }  /**   * Properties for Jpa.   */",entityManagerFactory
3685,"  public void <extra_id_0>(final String userId, final UserAccount userAccount) {    cache.set(userId, userAccount);  }  /**   * Delegate to backing cache store.   * @param userId {@link String}   */",set
1315,"      public void <extra_id_0>(Stats stat, Integer val) {        // Does Nothing      }      @Override",set
1774,"  public synchronized void <extra_id_0>(int damage) {    if (damage < 0) {      throw new IllegalArgumentException(""Damage cannot be a negative number"");    }    if (isAlive()) {      setHealth(getHealth() - damage);      if (!isAlive()) {        kill();      }    }  }  /**   * Checks if the creature is still alive.   *   * @return true of creature is alive.   */",hit
884,"    public void <extra_id_0>() {      try (var socket = new DatagramSocket()) {        for (var i = 0; i < 4; i++) {          var message = clientName + "" - Log request: "" + i;          var bytes = message.getBytes();          var request = new DatagramPacket(bytes, bytes.length, remoteAddress);          socket.send(request);          var data = new byte[1024];          var reply = new DatagramPacket(data, data.length);          socket.receive(reply);          if (reply.getLength() == 0) {            LOGGER.info(""Read zero bytes"");          } else {            LOGGER.info(new String(reply.getData(), 0, reply.getLength()));          }          artificialDelayOf(100);        }      } catch (IOException e1) {        LOGGER.error(""error sending packets"", e1);      }    }  }}",run
123,      public boolean <extra_id_0>() {        return false;      }      @Override,complete
865,"  public NioReactor <extra_id_0>(AbstractNioChannel channel) throws IOException {    var key = channel.getJavaChannel().register(selector, channel.getInterestedOps());    key.attach(channel);    channel.setReactor(this);    return this;  }",registerChannel
2683,  void <extra_id_0>() {    audio = new Audio();  }  /**   * Test here that the playSound method works correctly   * @throws UnsupportedAudioFileException when the audio file is not supported    * @throws IOException when the file is not readable   * @throws InterruptedException when the test is interrupted externally   */  @Test,createAudioInstance
